QGC WPL 110
0	1	0	16	0	0	0	0	41.101305	29.021598	82.763606	1
1	0	0	22	0.000000	0.000000	0.000000	0.000000	41.101248	29.022902	100.000000	1
2	0	0	16	0.000000	0.000000	0.000000	0.000000	41.101192	29.019978	100.000000	1
3	0	0	16	0.000000	0.000000	0.000000	0.000000	41.100181	29.020053	100.000000	1
4	0	0	16	0.000000	0.000000	0.000000	0.000000	41.099874	29.021641	100.000000	1
5	0	0	16	0.000000	0.000000	0.000000	0.000000	41.100327	29.022092	100.000000	1
6	0	0	22	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	30.000000	1
7	0	0	16	0.000000	0.000000	0.000000	0.000000	41.102259	29.022443	50.000000	1
8	0	0	206	29.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
9	0	0	16	0.000000	0.000000	0.000000	0.000000	41.100902	29.022819	50.000000	1
10	0	0	206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
11	0	0	16	0.000000	0.000000	0.000000	0.000000	41.100674	29.023072	50.000000	1
12	0	0	206	29.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
13	0	0	16	0.000000	0.000000	0.000000	0.000000	41.102290	29.022624	50.000000	1
14	0	0	206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
15	0	0	16	0.000000	0.000000	0.000000	0.000000	41.102321	29.022805	50.000000	1
16	0	0	206	29.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
17	0	0	16	0.000000	0.000000	0.000000	0.000000	41.100702	29.023254	50.000000	1
18	0	0	206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
19	0	0	16	0.000000	0.000000	0.000000	0.000000	41.100730	29.023436	50.000000	1
20	0	0	206	29.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
21	0	0	16	0.000000	0.000000	0.000000	0.000000	41.102352	29.022987	50.000000	1
22	0	0	206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
23	0	0	16	0.000000	0.000000	0.000000	0.000000	41.102382	29.023168	50.000000	1
24	0	0	206	29.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
25	0	0	16	0.000000	0.000000	0.000000	0.000000	41.100758	29.023618	50.000000	1
26	0	0	206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
27	0	0	16	0.000000	0.000000	0.000000	0.000000	41.100786	29.023800	50.000000	1
28	0	0	206	29.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
29	0	0	16	0.000000	0.000000	0.000000	0.000000	41.102413	29.023349	50.000000	1
30	0	0	206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
31	0	0	16	0.000000	0.000000	0.000000	0.000000	41.102444	29.023530	50.000000	1
32	0	0	206	29.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
33	0	0	16	0.000000	0.000000	0.000000	0.000000	41.100814	29.023982	50.000000	1
34	0	0	206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
35	0	0	16	0.000000	0.000000	0.000000	0.000000	41.100842	29.024164	50.000000	1
36	0	0	201	0.000000	0.000000	0.000000	0.000000	41.101665	29.024693	100.000000	1
37	0	0	206	29.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
38	0	0	16	0.000000	0.000000	0.000000	0.000000	41.102474	29.023712	50.000000	1
39	0	0	206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
40	0	0	21	0.000000	0.000000	0.000000	0.000000	41.101184	29.021695	1.000000	1
